date,feature_index,CO
2026-02-16T00:00:00.000Z,0,0.029543545205405978
2026-02-19T00:00:00.000Z,0,0.03897167092189193
2026-02-18T00:00:00.000Z,0,0.040243278843937094
2026-02-15T00:00:00.000Z,0,0.03666136683066293
2026-02-12T00:00:00.000Z,0,0.03728629940367759
2026-02-17T00:00:00.000Z,0,0.02852454694473873
2026-02-25T00:00:00.000Z,0,0.045572136083374855
2026-02-23T00:00:00.000Z,0,0.0342897458590175
2026-02-24T00:00:00.000Z,0,0.04058638262665934
2026-02-26T00:00:00.000Z,0,0.04171181490851773
2026-02-22T00:00:00.000Z,0,0.033820038845227
2026-02-21T00:00:00.000Z,0,0.039482234364346516
2026-02-20T00:00:00.000Z,0,0.037072660873333614
2026-02-27T00:00:00.000Z,0,0.03390764097069822
2026-03-03T00:00:00.000Z,0,0.036303316271214775
2026-03-05T00:00:00.000Z,0,0.03002803717531915
2026-03-06T00:00:00.000Z,0,0.030260776004298426
2026-03-02T00:00:00.000Z,0,0.033956460833633684
2026-03-01T00:00:00.000Z,0,0.03126550446215429
2026-03-04T00:00:00.000Z,0,0.031033570436224088
2026-02-28T00:00:00.000Z,0,0.03312472498808534
2026-03-07T00:00:00.000Z,0,0.03333228594127381
2026-06-03T00:00:00.000Z,0,0.029759201258420943
2026-05-29T00:00:00.000Z,0,0.03051009080755762
2026-06-02T00:00:00.000Z,0,0.032411054331099705
2026-06-01T00:00:00.000Z,0,0.029955232023911656
2026-05-30T00:00:00.000Z,0,0.02784559171536804
2026-05-28T00:00:00.000Z,0,0.029575971162153616
2026-05-27T00:00:00.000Z,0,0.028901847801646407
2026-05-31T00:00:00.000Z,0,0.028634946320492488
2026-06-13T00:00:00.000Z,0,0.029776432807100753
2026-06-16T00:00:00.000Z,0,0.028313981195290883
2026-06-15T00:00:00.000Z,0,0.02974713011175994
2026-06-19T00:00:00.000Z,0,0.029416721663437784
2026-06-18T00:00:00.000Z,0,0.029109846081981805
2026-06-14T00:00:00.000Z,0,0.03060797439297525
2026-06-17T00:00:00.000Z,0,0.028793682817947763
2026-06-12T00:00:00.000Z,0,0.025985568314790725
2026-01-17T00:00:00.000Z,0,0.030238172311191906
2026-01-15T00:00:00.000Z,0,0.030311522547874534
2026-01-11T00:00:00.000Z,0,0.034747412720961234
2026-01-14T00:00:00.000Z,0,0.03424639934673905
2026-01-13T00:00:00.000Z,0,0.03754284735256379
2026-01-16T00:00:00.000Z,0,0.029926779056224255
2026-01-18T00:00:00.000Z,0,0.03383758311958912
2026-01-12T00:00:00.000Z,0,0.03444796360175436
2026-07-02T00:00:00.000Z,0,0.030137809447380676
2026-07-04T00:00:00.000Z,0,0.030843698086087095
2026-07-03T00:00:00.000Z,0,0.031984661116439383
2026-07-01T00:00:00.000Z,0,0.031462540938740687
2026-06-29T00:00:00.000Z,0,0.02975265508550301
2026-06-30T00:00:00.000Z,0,0.03050037923044172
2026-07-05T00:00:00.000Z,0,0.02907288517346796
2026-06-28T00:00:00.000Z,0,0.02723505080423572
2026-02-04T00:00:00.000Z,0,0.031067820575009
2026-02-05T00:00:00.000Z,0,0.0344961266964674
2026-02-11T00:00:00.000Z,0,0.04117781338432143
2026-02-06T00:00:00.000Z,0,0.03953158078630539
2026-02-09T00:00:00.000Z,0,0.03236839326626477
2026-02-07T00:00:00.000Z,0,0.035901989436195214
2026-02-08T00:00:00.000Z,0,0.03737116714076298
2026-02-10T00:00:00.000Z,0,0.038362190187136755
2026-07-28T00:00:00.000Z,0,0.03152507909849369
2026-07-24T00:00:00.000Z,0,0.0333524480601193
2026-07-25T00:00:00.000Z,0,
2026-07-26T00:00:00.000Z,0,0.029196828448524077
2026-07-22T00:00:00.000Z,0,0.03423118907315978
2026-07-29T00:00:00.000Z,0,0.03286228323061215
2026-07-23T00:00:00.000Z,0,0.03255702966694222
2026-07-27T00:00:00.000Z,0,0.03128275266217609
2025-10-18T00:00:00.000Z,0,0.032575238168052155
2025-10-19T00:00:00.000Z,0,0.0338499564350697
2025-10-22T00:00:00.000Z,0,0.038186289583806134
2025-10-16T00:00:00.000Z,0,0.0365015199141843
2025-10-20T00:00:00.000Z,0,0.03740577716707138
2025-10-15T00:00:00.000Z,0,0.03129175423699267
